	cre	collection_date	sequencing_type	total_reads	all_mapped_percent	mRNA_percent	genome_percent	ercc_percent	tdt_permillion	BICCN_class_label	BICCN_cluster_label	major_dissection	layer_dissectoin	color_code	short_name	BICCN_ontology_term_id	assay_ontology_term_id	disease_ontology_term_id	tissue_ontology_term_id	cell_type_ontology_term_id	self_reported_ethnicity_ontology_term_id	development_stage_ontology_term_id	sex_ontology_term_id	is_primary_data	organism_ontology_term_id	donor_id	suspension_type	tissue_type	cell_type	assay	disease	organism	sex	tissue	self_reported_ethnicity	development_stage	observation_joinid
D08281417	Gad2	8/14/2014	hiseq_122214	7657053	90.35	77.63	5.89	2.5	212.4	Inhibitory	Vip	V1	All	46	D1225_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	umYT3FS0<t
D08281418	Gad2	8/14/2014	hiseq_122214	10757193	92.61	55.28	31.18	0.87	174.0	Inhibitory	Pvalb	V1	All	46	D1226_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	{B}dm(K0Wp
D08281419	Gad2	8/14/2014	hiseq_122214	7270687	91.65	45.6	37.94	3.23	0.0	Glia	Oligodendrocyte	V1	All	46	D1227_V	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	{F(6wJWKR?
D08281420	Gad2	8/14/2014	hiseq_122214	9175283	92.03	75.52	7.07	2.02	136.7	Inhibitory	Th	V1	All	46	D1228_V	ILX:0770152	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	=}tC-un)l8
D09111401	Gad2	8/14/2014	hiseq_092314	6703979	91.71	48.0	37.65	2.02	243.0	Inhibitory	Vip	V1	All	46	D1229_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	3C!?}er;r3
D09111402	Gad2	8/14/2014	hiseq_092314	7253862	91.74	47.82	38.32	1.71	284.7	Inhibitory	Vip	V1	All	46	D1230_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	_L-~`RXcD+
D09111403	Gad2	8/14/2014	hiseq_121514	6437752	87.51	25.1	53.1	3.08	0.0	Glia	Astrocyte	V1	All	46	D1231_V	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	=X>K~k&X_4
D09111404	Gad2	8/14/2014	hiseq_092314	9203395	93.11	50.83	36.52	1.14	160.0	Inhibitory	Sst_Cbln4	V1	All	46	D1232_V	ILX:0770152	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	nDL!F{t*hA
D09111405	Gad2	8/14/2014	hiseq_092314	36562362	92.16	45.4	41.64	1.25	163.2	Inhibitory	Ndnf	V1	All	46	D1233_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	s30zkL2|>U
D09111406	Gad2	8/14/2014	hiseq_092314	15311045	92.75	45.61	41.17	2.1	207.5	Inhibitory	Vip	V1	All	46	D1234_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	ZB{nc5Pg<#
D09111407	Gad2	8/14/2014	hiseq_092314	15890149	93.13	59.56	27.94	0.82	86.3	Inhibitory	Ndnf	V1	All	46	D1235_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	CPWyy=G-N#
D09111408	Gad2	8/14/2014	hiseq_092314	15678892	91.85	51.65	34.44	2.28	110.8	Inhibitory	Vip	V1	All	46	D1236_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	RthybzkWQ7
D09111409	Gad2	8/14/2014	hiseq_092314	16906100	93.58	62.25	26.71	0.77	105.6	Inhibitory	Ndnf	V1	All	46	D1237_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	m#yBz`%?7@
D09111410	Gad2	8/14/2014	hiseq_092314	18324579	93.21	49.46	37.22	2.26	687.1	Inhibitory	Vip	V1	All	46	D1238_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	LUJpw^6r>4
D09111411	Gad2	8/14/2014	hiseq_092314	10703352	90.34	30.43	46.33	4.68	296.7	Glia	Astrocyte	V1	All	46	D1239_V	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	1t#Tiaq>&Y
D09111412	Gad2	8/14/2014	hiseq_092314	15463982	92.7	52.71	34.84	1.1	192.4	Inhibitory	Ndnf	V1	All	46	D1240_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	yx8$gaO-tm
D09111413	Gad2	8/14/2014	hiseq_092314	15610644	92.36	55.01	31.76	0.78	290.1	Inhibitory	Ndnf	V1	All	46	D1241_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	?i;S7#4>ke
D09111414	Gad2	8/14/2014	hiseq_092314	13839743	92.09	56.81	28.06	1.29	178.5	Inhibitory	Ndnf	V1	All	46	D1242_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	{P>&8!iG>l
D09111415	Gad2	8/14/2014	hiseq_092314	15787371	91.46	52.33	33.06	1.29	132.5	Inhibitory	Pvalb	V1	All	46	D1243_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	#Du3*x%L*L
D09111416	Gad2	8/14/2014	hiseq_092314	9624346	92.49	42.7	44.4	1.79	252.0	Inhibitory	Vip	V1	All	46	D1244_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	<y^0WJMZt%
D09121433	Gad2	8/14/2014	hiseq_092314	12824016	88.9	25.56	46.88	6.87	303.3	Glia	Astrocyte	V1	All	46	D1306_V	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	|G?C9$Ege#
D09121434	Gad2	8/14/2014	hiseq_092314	8464730	93.3	53.83	33.51	0.82	80.0	Glia	Oligodendrocyte	V1	All	46	D1307_V	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	kzeg;{~7#d
D09121435	Gad2	8/14/2014	hiseq_092314	9180442	91.93	50.75	35.42	1.57	188.4	Inhibitory	Ndnf	V1	All	46	D1308_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	HjAaC^v}^F
D09121438	Gad2	8/14/2014	hiseq_092314	7212114	92.48	49.59	37.58	1.6	148.9	Inhibitory	Vip	V1	All	46	D1311_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	{U;R-Q_h~1
D09121439	Gad2	8/14/2014	hiseq_092314	9862631	87.87	55.09	26.24	2.36	124.0	Inhibitory	Vip	V1	All	46	D1312_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	+GO|uSK6!$
D09121440	Gad2	8/14/2014	hiseq_092314	8660262	89.33	42.26	41.42	1.95	135.9	Inhibitory	Vip	V1	All	46	D1313_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	LTK=py$Y^g
D09121441	Gad2	8/14/2014	hiseq_092314	9475028	89.58	52.14	32.13	1.22	76.7	Inhibitory	Ndnf	V1	All	46	D1314_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	qf2D*)DP<P
D09121442	Gad2	8/14/2014	hiseq_092314	5316369	92.0	56.67	29.6	1.07	61.5	Inhibitory	Sst_Cbln4	V1	All	46	D1315_V	ILX:0770152	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	82X`~yxjdi
D09121443	Gad2	8/14/2014	hiseq_092314	7913822	92.66	53.25	33.54	1.62	180.9	Inhibitory	Vip	V1	All	46	D1316_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	F-2l*^xXoO
D09121444	Gad2	8/14/2014	hiseq_092314	6834566	90.26	28.0	48.29	5.97	167.7	Glia	Astrocyte	V1	All	46	D1317_V	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	;vEr&7Oio1
D09121445	Gad2	8/14/2014	hiseq_092314	5613314	88.04	48.06	34.71	1.2	300.5	Inhibitory	Ndnf	V1	All	46	D1318_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	oo@geTZt@Z
D09121446	Gad2	8/14/2014	hiseq_102314	7023762	90.65	35.62	41.83	5.1	70.8	Glia	Astrocyte	V1	All	46	D1319_V	ILX:0770141	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000127	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	astrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	u@f0<iC!6C
D09121447	Gad2	8/14/2014	hiseq_092314	6419283	92.47	46.48	39.85	1.43	208.3	Excitatory	L2/3	V1	All	46	D1320_V	ILX:0770156	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Y7nhwNP(g}
D09121448	Gad2	8/14/2014	hiseq_092314	7785462	92.97	57.55	28.71	0.78	154.4	Inhibitory	Pvalb	V1	All	46	D1321_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	pNPDaXzg0>
D10011405	Gad2	8/14/2014	hiseq_121514	21676830	92.75	57.07	26.4	2.47	0.0	Glia	Oligodendrocyte	V1	All	46	D1326_V	ILX:0770140	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000128	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	oligodendrocyte	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	zPF;qMKS1V
D10011406	Gad2	8/14/2014	hiseq_121514	9936186	92.98	42.57	43.9	2.17	273.0	Inhibitory	Vip	V1	All	46	D1327_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	h?+Ux_b9l?
D10011407	Gad2	8/14/2014	hiseq_121514	9779091	92.88	39.96	46.88	2.06	169.5	Inhibitory	Vip	V1	All	46	D1328_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	cPM;7DJum9
D10011408	Gad2	8/14/2014	hiseq_102314	10694376	93.28	54.88	31.24	0.91	218.8	Inhibitory	Pvalb	V1	All	46	D1329_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	d(dbc_^8*6
D10011409	Gad2	8/14/2014	hiseq_102314	8200332	91.43	49.97	35.69	1.27	208.0	Inhibitory	Ndnf	V1	All	46	D1330_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Y35o)?qQb)
D10011410	Gad2	8/14/2014	hiseq_102314	5513236	93.06	54.96	32.6	0.82	151.1	Inhibitory	Ndnf	V1	All	46	D1331_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	>}<KS#45e!
D10011411	Gad2	8/14/2014	hiseq_102314	6198129	93.51	44.24	43.59	0.78	218.6	Excitatory	L2/3	V1	All	46	D1332_V	ILX:0770156	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	BK3u`1wKtO
D10011413	Gad2	8/14/2014	hiseq_102314	5967044	93.29	42.02	45.91	0.98	162.2	Excitatory	L2/3	V1	All	46	D1334_V	ILX:0770156	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	PXm^0{VqSg
D10011414	Gad2	8/14/2014	hiseq_102314	7850795	92.93	44.56	42.87	1.38	69.8	Inhibitory	Vip	V1	All	46	D1335_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	S=fd9Rj8?o
D10011415	Gad2	8/14/2014	hiseq_102314	6530584	92.37	44.25	41.88	1.94	0.2	Inhibitory	Sst_Nr2f2	V1	All	46	D1336_V	ILX:0770152	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	W|E~m&2^Wk
D10011417	Gad2	8/14/2014	hiseq_102314	5494181	91.97	44.05	42.09	1.36	184.9	Inhibitory	Unknown	V1	All	46	D1338_V	unknown	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	rR3BHdtt<B
D10011418	Gad2	8/14/2014	hiseq_102314	6219743	93.45	52.65	34.49	0.59	100.6	Inhibitory	Pvalb	V1	All	46	D1339_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	cHs0hqN&fx
D10011419	Gad2	8/14/2014	hiseq_102314	12671787	93.45	45.72	42.28	1.1	48.1	Inhibitory	Ndnf	V1	All	46	D1340_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	+N1Lh@_IG~
D10011420	Gad2	8/14/2014	hiseq_102314	7366903	92.52	58.35	26.55	0.82	93.0	Inhibitory	Pvalb	V1	All	46	D1341_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	NUY$7QVk?y
D10011421	Gad2	8/14/2014	hiseq_102314	6086694	90.56	45.11	39.0	1.52	104.7	Inhibitory	Pvalb	V1	All	46	D1342_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	?!KYByxuku
D10011422	Gad2	8/14/2014	hiseq_102314	7204701	92.96	47.73	40.05	1.26	106.7	Inhibitory	Ndnf	V1	All	46	D1343_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	?x^ul{WYF5
D10011423	Gad2	8/14/2014	hiseq_102314	22077588	91.52	36.77	48.16	1.57	177.7	Inhibitory	Vip	V1	All	46	D1344_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	ee0un+DWJF
D10011424	Gad2	8/14/2014	hiseq_102314	13233462	92.04	46.95	38.42	0.92	38.2	Inhibitory	Th	V1	All	46	D1345_V	ILX:0770152	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	Eiw`@m_x~M
D10011425	Gad2	8/14/2014	hiseq_102314	12014687	88.53	37.15	45.18	1.56	119.2	Inhibitory	Ndnf	V1	All	46	D1346_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	q<cjAf1Fk7
D10011426	Gad2	8/14/2014	hiseq_102314	16754578	92.95	46.1	41.34	1.38	53.8	Inhibitory	Vip	V1	All	46	D1347_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	1;CdM8No3-
D10011427	Gad2	8/14/2014	hiseq_102314	6998133	92.74	51.52	36.15	0.78	176.0	Inhibitory	Ndnf	V1	All	46	D1348_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	)w4Vn->LN(
D10011428	Gad2	8/14/2014	hiseq_102314	22115963	92.77	48.22	38.46	0.84	114.9	Inhibitory	Pvalb	V1	All	46	D1349_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	+EgY?y<3|a
D10011429	Gad2	8/14/2014	hiseq_102314	9612572	90.98	48.23	37.3	0.93	179.7	Excitatory	L2/3	V1	All	46	D1350_V	ILX:0770156	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000679	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	glutamatergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	!oqPTL16*Y
D10011430	Gad2	8/14/2014	hiseq_102314	6694855	92.65	55.37	31.6	0.94	203.9	Inhibitory	Ndnf	V1	All	46	D1351_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	yf<TxNPl_}
D10011431	Gad2	8/14/2014	hiseq_102314	8966643	93.64	53.01	35.03	0.78	169.4	Inhibitory	Sst_Cbln4	V1	All	46	D1352_V	ILX:0770152	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	36oM6hWtAb
D10011432	Gad2	8/14/2014	hiseq_102314	7718912	92.71	41.04	46.1	1.26	97.0	Inhibitory	Ndnf	V1	All	46	D1353_V	Ndnf	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	TW;Fv0+&gw
D10021425	Gad2	8/14/2014	hiseq_102314	7855400	90.75	51.86	34.27	0.9	58.6	Inhibitory	Vip	V1	All	46	D1378_V	ILX:0770151	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	fKu(jN1JEW
D10021426	Gad2	8/14/2014	hiseq_102314	7745506	88.95	54.2	28.7	1.05	187.7	Inhibitory	Pvalb	V1	All	46	D1379_V	ILX:0770154	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	2?mj%4G2Di
D10021427	Gad2	8/14/2014	hiseq_102314	9496642	92.36	54.43	31.84	1.28	61.9	Inhibitory	Sst_Nr2f2	V1	All	46	D1380_V	ILX:0770152	EFO:0008930	PATO:0000461	UBERON:0002436	CL:0000617	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	GABAergic neuron	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	2R-J|7Pb6?
D10021428	Gad2	8/14/2014	hiseq_102314	10979062	93.21	55.37	32.77	1.0	71.0	Inhibitory	Unknown	V1	All	46	D1381_V	unknown	EFO:0008930	PATO:0000461	UBERON:0002436	unknown	na	MmusDv:0000061	PATO:0000384	True	NCBITaxon:10090	150706	cell	tissue	unknown	Smart-seq	normal	Mus musculus	male	primary visual cortex	na	early adult stage	(E43;V-~cD
